card_identifier,categoryId,chapter,cleanName,directLowPrice,extCardType,extCharacterVersion,extClassification,extCostInk,extDescription,extFlavorText,extInkType,extInkwellIcononCard,extLoreValue,extMoveCost,extNumber,extPromoType,extProperty,extRarity,extStrength,extWillpower,groupId,highPrice,imageCount,imageUrl,lowPrice,marketPrice,midPrice,modifiedOn,name,productId,subTypeName,url
141/204 EN 8,71,2025,Mulan Charging Ahead,,Character,Charging Ahead,Storyborn;Hero;Princess,4,"Reckless <em>(This character can't quest and must challenge each turn if able.)</em><br>
<strong>[Burst of Speed]</strong> During your turn, this character gains Evasive. <em>(This can challenge characters with Evasive.)</em><br>
<strong>[Long Range]</strong> This character can challenge ready characters.",,Ruby;Steel,No,,,141/204,,Mulan,Super Rare,3,3,24258,37.6,1,https://tcgplayer-cdn.tcgplayer.com/product/631442_200w.jpg,18.64,,18.66,2025-05-23T19:13:10.107,Mulan - Charging Ahead,631442,Cold Foil,https://cpt.tcgcsv.com/SB37
142/204 EN 8,71,2025,Mushu Your Worst Nightmare,,Character,Your Worst Nightmare,Floodborn;Dragon;Ally,6,"Shift 4 <em>(You may pay 4 Cost-plain black.png to play this on top of one of your characters named Mushu.)</em><br>
<strong>[All Fired Up]</strong> Whenever you play another character, they gain Rush, Reckless, and Evasive this turn. <em>(They can challenge the turn they're played. They can't quest and must challenge if able. They can challenge characters with Evasive.)</em>",,Ruby;Steel,Yes,2,,142/204,,Mulan,Rare,4,6,24258,40.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631443_200w.jpg,19.94,,19.95,2025-05-23T19:13:18.933,Mushu - Your Worst Nightmare,631443,Cold Foil,https://cpt.tcgcsv.com/TB37
142/204 EN 8,71,2025,Mushu Your Worst Nightmare,,Character,Your Worst Nightmare,Floodborn;Dragon;Ally,6,"Shift 4 <em>(You may pay 4 Cost-plain black.png to play this on top of one of your characters named Mushu.)</em><br>
<strong>[All Fired Up]</strong> Whenever you play another character, they gain Rush, Reckless, and Evasive this turn. <em>(They can challenge the turn they're played. They can't quest and must challenge if able. They can challenge characters with Evasive.)</em>",,Ruby;Steel,Yes,2,,142/204,,Mulan,Rare,4,6,24258,21.9,1,https://tcgplayer-cdn.tcgplayer.com/product/631443_200w.jpg,10.82,11.2,10.87,2025-05-23T19:13:18.933,Mushu - Your Worst Nightmare,631443,Normal,https://cpt.tcgcsv.com/TB37
144/204 EN 8,71,2025,Friend Owl Cantankerous Neighbor,,Character,Cantankerous Neighbor,Storyborn;Ally,2,,"<em>âSand? In the forest? I'll bet some magical miscreant's up to no good. Well, it's none of my concern. I'm going back to bed.â</em>",Ruby,Yes,2,,144/204,,Bambi,Common,2,2,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631444_200w.jpg,3.0,,3.0,2025-05-23T19:13:45.737,Friend Owl - Cantankerous Neighbor,631444,Cold Foil,https://cpt.tcgcsv.com/VB37
144/204 EN 8,71,2025,Friend Owl Cantankerous Neighbor,,Character,Cantankerous Neighbor,Storyborn;Ally,2,,"<em>âSand? In the forest? I'll bet some magical miscreant's up to no good. Well, it's none of my concern. I'm going back to bed.â</em>",Ruby,Yes,2,,144/204,,Bambi,Common,2,2,24258,2.54,1,https://tcgplayer-cdn.tcgplayer.com/product/631444_200w.jpg,0.5,,1.98,2025-05-23T19:13:45.737,Friend Owl - Cantankerous Neighbor,631444,Normal,https://cpt.tcgcsv.com/VB37
145/204 EN 8,71,2025,Faline Playful Fawn,,Character,Playful Fawn,Storyborn;Ally,4,"Evasive <em>(Only characters with Evasive can challenge this character.)</em><br>
<strong>[Precocious Friend]</strong> While you have a character in play with more Strength than each opposing character, this character gets +2 Lore.",,Ruby,No,1,,145/204,,Bambi,Rare,2,4,24258,8.49,1,https://tcgplayer-cdn.tcgplayer.com/product/631445_200w.jpg,3.0,,5.85,2025-05-23T19:13:55.457,Faline - Playful Fawn,631445,Normal,https://cpt.tcgcsv.com/WB37
145/204 EN 8,71,2025,Faline Playful Fawn,,Character,Playful Fawn,Storyborn;Ally,4,"Evasive <em>(Only characters with Evasive can challenge this character.)</em><br>
<strong>[Precocious Friend]</strong> While you have a character in play with more Strength than each opposing character, this character gets +2 Lore.",,Ruby,No,1,,145/204,,Bambi,Rare,2,4,24258,30.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631445_200w.jpg,15.0,,16.99,2025-05-23T19:13:55.457,Faline - Playful Fawn,631445,Cold Foil,https://cpt.tcgcsv.com/WB37
146/204 EN 8,71,2025,Prince John Fraidy Cat,,Character,Fraidy-Cat,Storyborn;Villain;Pirate;Prince,3,"<strong>[Help! Help!]</strong> Whenever an opponent plays a character, deal 1 damage to this character.",<em>Even a frightened lion still has claws.</em>,Ruby,No,1,,146/204,,Robin Hood,Rare,5,5,24258,13.9,1,https://tcgplayer-cdn.tcgplayer.com/product/631446_200w.jpg,6.81,3.0,6.84,2025-05-23T19:14:04.697,Prince John - Fraidy-Cat,631446,Normal,https://cpt.tcgcsv.com/XB37
146/204 EN 8,71,2025,Prince John Fraidy Cat,,Character,Fraidy-Cat,Storyborn;Villain;Pirate;Prince,3,"<strong>[Help! Help!]</strong> Whenever an opponent plays a character, deal 1 damage to this character.",<em>Even a frightened lion still has claws.</em>,Ruby,No,1,,146/204,,Robin Hood,Rare,5,5,24258,30.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631446_200w.jpg,15.0,,16.99,2025-05-23T19:14:04.697,Prince John - Fraidy-Cat,631446,Cold Foil,https://cpt.tcgcsv.com/XB37
147/204 EN 8,71,2025,Nothing We Wont Do,,Action,,Song,8,"Sing Together 8 <em>(Any number of you or your teammates' characters with total cost 8 or more may Exert to sing this song for free.)<em><br>
Ready all your characters. For the rest of this turn, they take no damage from challenges and can't quest.",,Ruby,Yes,,,147/204,,Brother Bear,Rare,,,24258,6.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631447_200w.jpg,3.0,3.0,5.83,2025-05-23T19:15:15.673,Nothing We Won't Do,631447,Normal,https://cpt.tcgcsv.com/ZB37
147/204 EN 8,71,2025,Nothing We Wont Do,,Action,,Song,8,"Sing Together 8 <em>(Any number of you or your teammates' characters with total cost 8 or more may Exert to sing this song for free.)<em><br>
Ready all your characters. For the rest of this turn, they take no damage from challenges and can't quest.",,Ruby,Yes,,,147/204,,Brother Bear,Rare,,,24258,30.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631447_200w.jpg,15.0,,16.94,2025-05-23T19:15:15.673,Nothing We Won't Do,631447,Cold Foil,https://cpt.tcgcsv.com/ZB37
148/204 EN 8,71,2025,Get Out,,Action,,,6,"Banish chosen character, then return an item card from your discard to your hand.",<em>âLeave now. Before I change my mind.â âThe Beast</em>,Ruby;Sapphire,No,,,148/204,,Beauty and the Beast,Uncommon,,,24258,2.54,1,https://tcgplayer-cdn.tcgplayer.com/product/631448_200w.jpg,1.0,1.98,1.98,2025-05-23T19:15:32.093,Get Out!,631448,Normal,https://cpt.tcgcsv.com/-B37
148/204 EN 8,71,2025,Get Out,,Action,,,6,"Banish chosen character, then return an item card from your discard to your hand.",<em>âLeave now. Before I change my mind.â âThe Beast</em>,Ruby;Sapphire,No,,,148/204,,Beauty and the Beast,Uncommon,,,24258,5.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631448_200w.jpg,3.69,,5.0,2025-05-23T19:15:32.093,Get Out!,631448,Cold Foil,https://cpt.tcgcsv.com/-B37
149/204 EN 8,71,2025,Light the Fuse,,Action,,,1,Deal 1 damage to chosen character for each exerted character you have in play.,<em>A bold act can change the course of battle.</em>,Ruby;Steel,No,,,149/204,,Mulan,Uncommon,,,24258,4.24,1,https://tcgplayer-cdn.tcgplayer.com/product/631449_200w.jpg,2.98,3.0,2.98,2025-05-23T19:16:08.147,Light the Fuse,631449,Normal,https://cpt.tcgcsv.com/_B37
149/204 EN 8,71,2025,Light the Fuse,,Action,,,1,Deal 1 damage to chosen character for each exerted character you have in play.,<em>A bold act can change the course of battle.</em>,Ruby;Steel,No,,,149/204,,Mulan,Uncommon,,,24258,8.09,1,https://tcgplayer-cdn.tcgplayer.com/product/631449_200w.jpg,6.1,,8.09,2025-05-23T19:16:08.147,Light the Fuse,631449,Cold Foil,https://cpt.tcgcsv.com/_B37
150/204 EN 8,71,2025,Twitterpated,,Action,,,1,Chosen character gains Evasive until the start of your next turn. <em>(Only characters with Evasive can challenge them.)</em>,<em>A mysterious phenomenon that makes you feel both invincible and vulnerable at the same time.</em>,Ruby,Yes,,,150/204,,Bambi,Uncommon,,,24258,8.09,1,https://tcgplayer-cdn.tcgplayer.com/product/631450_200w.jpg,6.1,,8.09,2025-05-23T19:16:49.257,Twitterpated,631450,Cold Foil,https://cpt.tcgcsv.com/0C37
150/204 EN 8,71,2025,Twitterpated,,Action,,,1,Chosen character gains Evasive until the start of your next turn. <em>(Only characters with Evasive can challenge them.)</em>,<em>A mysterious phenomenon that makes you feel both invincible and vulnerable at the same time.</em>,Ruby,Yes,,,150/204,,Bambi,Uncommon,,,24258,2.98,1,https://tcgplayer-cdn.tcgplayer.com/product/631450_200w.jpg,1.0,1.0,2.98,2025-05-23T19:16:49.257,Twitterpated,631450,Normal,https://cpt.tcgcsv.com/0C37
151/204 EN 8,71,2025,Most Everyones Mad Here,,Action,,,7,"Gain lore equal to the damage on chosen character, then banish them.","<em>âWell, some go this way, some go that way. But as for me, myself, personally, I prefer the shortcut.â</em>",Ruby,No,,,151/204,,Alice in Wonderland,Rare,,,24258,27.6,1,https://tcgplayer-cdn.tcgplayer.com/product/631451_200w.jpg,13.8,,15.79,2025-05-23T19:16:58.007,Most Everyone's Mad Here,631451,Cold Foil,https://cpt.tcgcsv.com/2C37
151/204 EN 8,71,2025,Most Everyones Mad Here,,Action,,,7,"Gain lore equal to the damage on chosen character, then banish them.","<em>âWell, some go this way, some go that way. But as for me, myself, personally, I prefer the shortcut.â</em>",Ruby,No,,,151/204,,Alice in Wonderland,Rare,,,24258,10.19,1,https://tcgplayer-cdn.tcgplayer.com/product/631451_200w.jpg,3.0,7.41,5.89,2025-05-23T19:16:58.007,Most Everyone's Mad Here,631451,Normal,https://cpt.tcgcsv.com/2C37
152/204 EN 8,71,2025,The Sword of Shan Yu,,Item,,,1,"<strong>[Worthy Weapon]</strong> Exert, Exert one of your characters - Ready chosen character. They can't quest for the rest of this turn.","<em>""I know what this means to you."" -The Emperor</em>",Ruby,Yes,,,152/204,,Mulan,Rare,,,24258,16.99,1,https://tcgplayer-cdn.tcgplayer.com/product/631452_200w.jpg,15.0,,16.0,2025-05-23T19:17:14.513,The Sword of Shan Yu,631452,Cold Foil,https://cpt.tcgcsv.com/3C37
152/204 EN 8,71,2025,The Sword of Shan Yu,,Item,,,1,"<strong>[Worthy Weapon]</strong> Exert, Exert one of your characters - Ready chosen character. They can't quest for the rest of this turn.","<em>""I know what this means to you."" -The Emperor</em>",Ruby,Yes,,,152/204,,Mulan,Rare,,,24258,6.98,1,https://tcgplayer-cdn.tcgplayer.com/product/631452_200w.jpg,3.0,3.0,6.84,2025-05-23T19:17:14.513,The Sword of Shan Yu,631452,Normal,https://cpt.tcgcsv.com/3C37
153/204 EN 8,71,2025,The Mouse Queen Ruler of Mousedom,,Character,Ruler of Mousedom,Storyborn;Queen;Ally,4,,"<em>""After that dreadful Ratigan business, I know about villains. This Jafar is certainly a villain of the highest order.""</em>",Sapphire,Yes,1,,153/204,,The Great Mouse Detective,Common,3,6,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631453_200w.jpg,3.0,,3.0,2025-05-23T19:17:52.313,The Mouse Queen - Ruler of Mousedom,631453,Cold Foil,https://cpt.tcgcsv.com/5C37
153/204 EN 8,71,2025,The Mouse Queen Ruler of Mousedom,,Character,Ruler of Mousedom,Storyborn;Queen;Ally,4,,"<em>""After that dreadful Ratigan business, I know about villains. This Jafar is certainly a villain of the highest order.""</em>",Sapphire,Yes,1,,153/204,,The Great Mouse Detective,Common,3,6,24258,0.84,1,https://tcgplayer-cdn.tcgplayer.com/product/631453_200w.jpg,0.49,0.5,0.5,2025-05-23T19:17:52.313,The Mouse Queen - Ruler of Mousedom,631453,Normal,https://cpt.tcgcsv.com/5C37
156/204 EN 8,71,2025,Olaf Recapping the Story,,Character,Recapping the Story,Storyborn;Ally,1,"<strong>[Endless Tale]</strong> When you play this character, chosen opposing character gets -1 Strength this turn.","<em>âIt began with two sisters. One born with magical powers, and one born powerless. Their love of snowmen, infinite.â</em>",Sapphire,Yes,1,,156/204,,Frozen,Common,2,1,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631454_200w.jpg,3.0,,3.0,2025-05-23T19:18:34.05,Olaf - Recapping the Story,631454,Cold Foil,https://cpt.tcgcsv.com/6C37
156/204 EN 8,71,2025,Olaf Recapping the Story,,Character,Recapping the Story,Storyborn;Ally,1,"<strong>[Endless Tale]</strong> When you play this character, chosen opposing character gets -1 Strength this turn.","<em>âIt began with two sisters. One born with magical powers, and one born powerless. Their love of snowmen, infinite.â</em>",Sapphire,Yes,1,,156/204,,Frozen,Common,2,1,24258,2.54,1,https://tcgplayer-cdn.tcgplayer.com/product/631454_200w.jpg,0.5,,1.98,2025-05-23T19:18:34.05,Olaf - Recapping the Story,631454,Normal,https://cpt.tcgcsv.com/6C37
157/204 EN 8,71,2025,Anna Trusting Sister,,Character,Trusting Sister,Storyborn;Hero;Queen,3,"<strong>[We Can Do This Together]</strong> When you play this character, if you have a character named Elsa in play, you may put the top card of your deck into your inkwell facedown and exerted.",,Sapphire,Yes,2,,157/204,,Frozen,Common,2,2,24258,0.84,1,https://tcgplayer-cdn.tcgplayer.com/product/631455_200w.jpg,0.35,0.39,0.37,2025-05-23T19:19:07.257,Anna - Trusting Sister,631455,Normal,https://cpt.tcgcsv.com/7C37
157/204 EN 8,71,2025,Anna Trusting Sister,,Character,Trusting Sister,Storyborn;Hero;Queen,3,"<strong>[We Can Do This Together]</strong> When you play this character, if you have a character named Elsa in play, you may put the top card of your deck into your inkwell facedown and exerted.",,Sapphire,Yes,2,,157/204,,Frozen,Common,2,2,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631455_200w.jpg,3.0,,3.0,2025-05-23T19:19:07.257,Anna - Trusting Sister,631455,Cold Foil,https://cpt.tcgcsv.com/7C37
158/204 EN 8,71,2025,Wasabi Always Prepared,,Character,Always Prepared,Storyborn;Hero;Inventor,5,"Support <em>(Whenever this character quests, you may add their Strength to another chosen character's Strength this turn.)</em>","<em>""Okay, so the plan is 'Leave Wasabi to watch our backs while we steal the crown.' Good to know.""</em>",Sapphire,Yes,2,,158/204,,Big Hero 6,Common,3,5,24258,0.84,1,https://tcgplayer-cdn.tcgplayer.com/product/631456_200w.jpg,0.49,0.5,0.5,2025-05-23T19:19:35.37,Wasabi - Always Prepared,631456,Normal,https://cpt.tcgcsv.com/8C37
158/204 EN 8,71,2025,Wasabi Always Prepared,,Character,Always Prepared,Storyborn;Hero;Inventor,5,"Support <em>(Whenever this character quests, you may add their Strength to another chosen character's Strength this turn.)</em>","<em>""Okay, so the plan is 'Leave Wasabi to watch our backs while we steal the crown.' Good to know.""</em>",Sapphire,Yes,2,,158/204,,Big Hero 6,Common,3,5,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631456_200w.jpg,3.0,,3.0,2025-05-23T19:19:35.37,Wasabi - Always Prepared,631456,Cold Foil,https://cpt.tcgcsv.com/8C37
160/204 EN 8,71,2025,The Wardrobe Perceptive Friend,,Character,Prerceptive Friend,Storyborn;Ally,4,"<strong>[I Have Just The Thing!]</strong> Exert, Choose and discard an item card - Draw 2 cards","<em>""Time to try something new, dear.""</em>",Sapphire,Yes,1,,160/204,,Beauty and the Beast,Common,3,4,24258,5.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631457_200w.jpg,3.0,,3.0,2025-05-23T19:22:34.883,The Wardrobe - Perceptive Friend,631457,Cold Foil,https://cpt.tcgcsv.com/9C37
160/204 EN 8,71,2025,The Wardrobe Perceptive Friend,,Character,Prerceptive Friend,Storyborn;Ally,4,"<strong>[I Have Just The Thing!]</strong> Exert, Choose and discard an item card - Draw 2 cards","<em>""Time to try something new, dear.""</em>",Sapphire,Yes,1,,160/204,,Beauty and the Beast,Common,3,4,24258,0.84,1,https://tcgplayer-cdn.tcgplayer.com/product/631457_200w.jpg,0.5,0.5,0.5,2025-05-23T19:22:34.883,The Wardrobe - Perceptive Friend,631457,Normal,https://cpt.tcgcsv.com/9C37
161/204 EN 8,71,2025,MrsPotts Head Housekeeper,,Character,Head Housekeeper,Storyborn;Ally,3,"<strong>[Clean Up]</strong> Exert, Banish one of your items - Draw a card.","<em>""Now, don't fret over the mess, love. We'll have everything shipshape in no time.""</em>",Sapphire,Yes,1,,161/204,,Beauty and the Beast,Common,2,4,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631458_200w.jpg,3.0,,3.0,2025-05-23T19:22:48.647,Mrs.Potts - Head Housekeeper,631458,Cold Foil,https://cpt.tcgcsv.com/bC37
161/204 EN 8,71,2025,MrsPotts Head Housekeeper,,Character,Head Housekeeper,Storyborn;Ally,3,"<strong>[Clean Up]</strong> Exert, Banish one of your items - Draw a card.","<em>""Now, don't fret over the mess, love. We'll have everything shipshape in no time.""</em>",Sapphire,Yes,1,,161/204,,Beauty and the Beast,Common,2,4,24258,0.84,1,https://tcgplayer-cdn.tcgplayer.com/product/631458_200w.jpg,0.49,0.5,0.5,2025-05-23T19:22:48.647,Mrs.Potts - Head Housekeeper,631458,Normal,https://cpt.tcgcsv.com/bC37
162/204 EN 8,71,2025,Jasmine Resourceful Infiltrator,,Character,Resourceful Infiltrator,Storyborn;Ally,1,"<strong>[Just What You Need]</strong> When you play this character, you may give another chosen character Resist +1 until the start of your next turn. <em>(Damage dealt to them is reduced by 1.)</em>",,Sapphire,Yes,1,,162/204,,Aladdin,Common,1,2,24258,5.05,1,https://tcgplayer-cdn.tcgplayer.com/product/631459_200w.jpg,3.0,5.0,3.0,2025-05-23T19:23:29.06,Jasmine - Resourceful Infiltrator,631459,Cold Foil,https://cpt.tcgcsv.com/cC37
162/204 EN 8,71,2025,Jasmine Resourceful Infiltrator,,Character,Resourceful Infiltrator,Storyborn;Ally,1,"<strong>[Just What You Need]</strong> When you play this character, you may give another chosen character Resist +1 until the start of your next turn. <em>(Damage dealt to them is reduced by 1.)</em>",,Sapphire,Yes,1,,162/204,,Aladdin,Common,1,2,24258,2.54,1,https://tcgplayer-cdn.tcgplayer.com/product/631459_200w.jpg,0.5,1.98,1.98,2025-05-23T19:23:29.06,Jasmine - Resourceful Infiltrator,631459,Normal,https://cpt.tcgcsv.com/cC37
163/204 EN 8,71,2025,Little Sister Responsible Rabbit,,Character,Responsible Rabbit,Storyborn;Ally,1,"<strong>[Let Me Help]</strong> When you play this character, you may remove up to 1 damage from chosen character.","<em>As Skippy's older sister, she's had lots of experience putting things back together.</em>",Sapphire,Yes,1,,163/204,,Robin Hood,Common,1,2,24258,2.54,1,https://tcgplayer-cdn.tcgplayer.com/product/631460_200w.jpg,1.98,1.98,1.98,2025-05-23T19:23:38.943,Little Sister - Responsible Rabbit,631460,Normal,https://cpt.tcgcsv.com/dC37
163/204 EN 8,71,2025,Little Sister Responsible Rabbit,,Character,Responsible Rabbit,Storyborn;Ally,1,"<strong>[Let Me Help]</strong> When you play this character, you may remove up to 1 damage from chosen character.","<em>As Skippy's older sister, she's had lots of experience putting things back together.</em>",Sapphire,Yes,1,,163/204,,Robin Hood,Common,1,2,24258,5.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631460_200w.jpg,3.0,,3.0,2025-05-23T19:23:38.943,Little Sister - Responsible Rabbit,631460,Cold Foil,https://cpt.tcgcsv.com/dC37
164/204 EN 8,71,2025,Adelaide Bonfamille Patron of the Arts,,Character,Patron of the Arts,Storyborn;Ally,2,,"<em>""Beautiful music can ennoble one's spirit, no matter how dire things seem.""</em>",Sapphire,Yes,1,,164/204,,The Aristocats,Common,2,3,24258,5.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631461_200w.jpg,2.0,,2.0,2025-05-23T19:23:52.273,Adelaide Bonfamille - Patron of the Arts,631461,Cold Foil,https://cpt.tcgcsv.com/fC37
164/204 EN 8,71,2025,Adelaide Bonfamille Patron of the Arts,,Character,Patron of the Arts,Storyborn;Ally,2,,"<em>""Beautiful music can ennoble one's spirit, no matter how dire things seem.""</em>",Sapphire,Yes,1,,164/204,,The Aristocats,Common,2,3,24258,1.98,1,https://tcgplayer-cdn.tcgplayer.com/product/631461_200w.jpg,0.35,0.35,1.98,2025-05-23T19:23:52.273,Adelaide Bonfamille - Patron of the Arts,631461,Normal,https://cpt.tcgcsv.com/fC37
165/204 EN 8,71,2025,Nani Heist Mastermind,,Character,Heist Mastermind,Storyborn;Hero,4,"<strong>[Stick To The Plan]</strong> Exert â Another chosen character gains Resist +2 this turn. <em>(Damage dealt to them is reduced by 2.)</em><br>
<strong>[It's Up To You, Lilo]</strong> Your characters named Lilo gain Support. <em>(Whenever they quest, you may add their Strengthto another chosen character's Strength this turn.)</em>",,Sapphire,Yes,1,,165/204,,Lilo and Stitch,Rare,3,3,24258,8.98,1,https://tcgplayer-cdn.tcgplayer.com/product/631462_200w.jpg,8.97,,8.98,2025-05-28T16:19:29.013,Nani - Heist Mastermind,631462,Cold Foil,https://cpt.tcgcsv.com/gC37
165/204 EN 8,71,2025,Nani Heist Mastermind,,Character,Heist Mastermind,Storyborn;Hero,4,"<strong>[Stick To The Plan]</strong> Exert â Another chosen character gains Resist +2 this turn. <em>(Damage dealt to them is reduced by 2.)</em><br>
<strong>[It's Up To You, Lilo]</strong> Your characters named Lilo gain Support. <em>(Whenever they quest, you may add their Strengthto another chosen character's Strength this turn.)</em>",,Sapphire,Yes,1,,165/204,,Lilo and Stitch,Rare,3,3,24258,5.3,1,https://tcgplayer-cdn.tcgplayer.com/product/631462_200w.jpg,3.0,3.0,5.15,2025-05-28T16:19:29.013,Nani - Heist Mastermind,631462,Normal,https://cpt.tcgcsv.com/gC37
166/204 EN 8,71,2025,Stitch Experiment 626,,Character,Experiment 626,Storyborn;Hero;Alien,3,"<strong>[So Naughty]</strong>  When you play this character, each opponent puts the top card of their deck into their inkwell facedown and exerted.<br>
<strong>[Stealth Mode]</strong> At the start of your turn, if this character is in your discard, you may choose and discard a card with Inkwell to play him for free and he enters play exerted.",,Sapphire,No,2,,166/204,,Lilo and Stitch,Legendary,3,3,24258,140.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631463_200w.jpg,50.0,,50.86,2025-05-23T19:24:43.54,Stitch - Experiment 626,631463,Cold Foil,https://cpt.tcgcsv.com/hC37
166/204 EN 8,71,2025,Stitch Experiment 626,,Character,Experiment 626,Storyborn;Hero;Alien,3,"<strong>[So Naughty]</strong>  When you play this character, each opponent puts the top card of their deck into their inkwell facedown and exerted.<br>
<strong>[Stealth Mode]</strong> At the start of your turn, if this character is in your discard, you may choose and discard a card with Inkwell to play him for free and he enters play exerted.",,Sapphire,No,2,,166/204,,Lilo and Stitch,Legendary,3,3,24258,47.8,1,https://tcgplayer-cdn.tcgplayer.com/product/631463_200w.jpg,23.89,30.0,25.75,2025-05-23T19:24:43.54,Stitch - Experiment 626,631463,Normal,https://cpt.tcgcsv.com/hC37
167/204 EN 8,71,2025,Ratigan Greedy Genius,,Character,Greedy Genius,Storyborn;Villain,8,"Ward <em>(Opponents can't choose this character except to challenge.)</em><br>
<strong>[Time Runs Out]</strong> At the end of your turn, if you didn't put any cards into your inkwell this turn, banish this character.",,Sapphire,Yes,4,,167/204,,The Great Mouse Detective,Legendary,6,7,24258,57.4,1,https://tcgplayer-cdn.tcgplayer.com/product/631464_200w.jpg,28.46,,28.5,2025-05-23T19:25:49.347,Ratigan - Greedy Genius,631464,Normal,https://cpt.tcgcsv.com/jC37
167/204 EN 8,71,2025,Ratigan Greedy Genius,,Character,Greedy Genius,Storyborn;Villain,8,"Ward <em>(Opponents can't choose this character except to challenge.)</em><br>
<strong>[Time Runs Out]</strong> At the end of your turn, if you didn't put any cards into your inkwell this turn, banish this character.",,Sapphire,Yes,4,,167/204,,The Great Mouse Detective,Legendary,6,7,24258,74.85,1,https://tcgplayer-cdn.tcgplayer.com/product/631464_200w.jpg,74.81,,74.83,2025-05-23T19:25:49.347,Ratigan - Greedy Genius,631464,Cold Foil,https://cpt.tcgcsv.com/jC37
169/204 EN 8,71,2025,Bernard Over Prepared,,Character,Over-Prepared,Storyborn;Hero,2,"<strong>[Go Down There and Investigate]</strong> When you play this character, if you have an Ally character in play, you may draw a card.","<em>âMiss Bianca, over here! I found something!""</em>",Sapphire;Steel,No,2,,169/204,,The Great Mouse Detective,Uncommon,2,2,24258,7.99,1,https://tcgplayer-cdn.tcgplayer.com/product/631465_200w.jpg,6.0,,7.99,2025-05-23T19:26:40.03,Bernard - Over Prepared,631465,Cold Foil,https://cpt.tcgcsv.com/kC37
169/204 EN 8,71,2025,Bernard Over Prepared,,Character,Over-Prepared,Storyborn;Hero,2,"<strong>[Go Down There and Investigate]</strong> When you play this character, if you have an Ally character in play, you may draw a card.","<em>âMiss Bianca, over here! I found something!""</em>",Sapphire;Steel,No,2,,169/204,,The Great Mouse Detective,Uncommon,2,2,24258,2.99,1,https://tcgplayer-cdn.tcgplayer.com/product/631465_200w.jpg,1.0,1.0,2.99,2025-05-23T19:26:40.03,Bernard - Over Prepared,631465,Normal,https://cpt.tcgcsv.com/kC37
170/204 EN 8,71,2025,Aladdin Vigilant Guard,,Character,Vigilant Guard,Storyborn;Hero;Prince,6,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)<br>
<strong>[Safe Passage]</strong> Whenever one of your Ally characters quests, you may remove up to 2 damage from this character.",,Sapphire;Steel,Yes,1,,170/204,,Aladdin,Rare,1,9,24258,11.04,1,https://tcgplayer-cdn.tcgplayer.com/product/631466_200w.jpg,2.0,8.0,6.88,2025-05-23T19:27:10.983,Aladdin - Vigilant Guard,631466,Normal,https://cpt.tcgcsv.com/lC37
170/204 EN 8,71,2025,Aladdin Vigilant Guard,,Character,Vigilant Guard,Storyborn;Hero;Prince,6,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)<br>
<strong>[Safe Passage]</strong> Whenever one of your Ally characters quests, you may remove up to 2 damage from this character.",,Sapphire;Steel,Yes,1,,170/204,,Aladdin,Rare,1,9,24258,16.34,1,https://tcgplayer-cdn.tcgplayer.com/product/631466_200w.jpg,15.15,15.0,15.15,2025-05-23T19:27:10.983,Aladdin - Vigilant Guard,631466,Cold Foil,https://cpt.tcgcsv.com/lC37
171/204 EN 8,71,2025,Jasmine Steady Strategist,,Character,Steady Strategist,Floodborn;Hero;Princess,4,"Shift 2 <em>(You may pay 2 Ink to play this on top of one of your characters named Jasmine.)</em><br>
<strong>[Always Planning]</strong> Whenever this character quests, look at the top 3 cards of your deck. You may reveal an Ally character card and put it into your hand. Put the rest on the bottom of your deck in any order.",,Sapphire;Steel,Yes,1,,171/204,,Aladdin,Super Rare,2,5,24258,10.19,1,https://tcgplayer-cdn.tcgplayer.com/product/631467_200w.jpg,4.34,7.61,5.66,2025-05-23T19:27:20.013,Jasmine - Steady Strategist,631467,Normal,https://cpt.tcgcsv.com/mC37
